A,label
0.66,stress
1.01,stress
1.37,stress
1.72,stress
2.06,stress
2.4,stress
2.79,stress
3.24,stress
3.8,stress
4.42,stress
5.06,stress
5.66,stress
6.2,stress
6.68,stress
7.15,stress
7.68,stress
8.31,stress
9.14,stress
10.09,stress
11.04,stress
11.88,stress
12.56,stress
13.14,stress
13.76,stress
14.65,stress
15.96,stress
17.91,stress
20.32,stress
22.9,stress
25.38,stress
27.58,stress
29.57,stress
31.68,stress
34.32,stress
37.81,stress
42.54,stress
48.15,stress
54.1,stress
59.83,stress
64.97,stress
69.58,stress
74.14,stress
79.34,stress
85.71,stress
93.76,stress
103.0,stress
112.62,stress
121.73,stress
129.77,stress
136.75,stress
143.3,stress
150.75,stress
157.77,stress
166.64,stress
177.95,stress
191.79,stress
206.97,stress
220.57,stress
228.25,stress
225.36,stress
208.53,stress
176.87,stress
132.76,stress
80.05,stress
23.07,stress
36.6,stress
72.54,stress
102.57,stress
126.83,stress
145.83,stress
160.28,stress
170.88,stress
178.27,stress
182.83,stress
184.86,stress
184.59,stress
182.29,stress
178.31,stress
173.04,stress
166.92,stress
160.28,stress
153.37,stress
146.33,stress
139.25,stress
132.14,stress
125.07,stress
118.1,stress
111.29,stress
104.71,stress
98.43,stress
92.46,stress
86.84,stress
81.57,stress
76.65,stress
72.11,stress
67.93,stress
64.14,stress
60.74,stress
57.73,stress
55.12,stress
52.9,stress
51.06,stress
49.58,stress
48.44,stress
47.57,stress
46.89,stress
46.27,stress
45.56,stress
44.58,stress
43.16,stress
41.13,stress
38.37,stress
34.79,stress
30.39,stress
25.21,stress
19.37,stress
13.08,stress
6.58,stress
1.37,stress
3.97,stress
6.68,stress
9.51,stress
12.42,stress
15.39,stress
18.4,stress
21.47,stress
24.61,stress
27.85,stress
31.21,stress
34.76,stress
38.56,stress
42.53,stress
46.64,stress
50.87,stress
55.22,stress
59.68,stress
64.3,stress
69.1,stress
74.15,stress
79.54,stress
85.11,stress
90.77,stress
96.46,stress
102.16,stress
107.83,stress
113.48,stress
119.12,stress
124.76,stress
130.48,stress
135.99,stress
141.09,stress
145.55,stress
149.15,stress
151.61,stress
152.55,stress
151.49,stress
147.69,stress
142.5,stress
136.38,stress
129.67,stress
122.58,stress
115.32,stress
108.05,stress
100.89,stress
93.99,stress
87.5,stress
81.6,stress
76.1,stress
70.93,stress
66.02,stress
61.32,stress
56.82,stress
52.49,stress
48.36,stress
44.48,stress
40.93,stress
37.57,stress
34.34,stress
31.2,stress
28.14,stress
25.19,stress
22.34,stress
19.62,stress
17.09,stress
14.78,stress
12.63,stress
10.57,stress
8.6,stress
6.7,stress
4.91,stress
3.24,stress
1.72,stress
4.14,stress
11.27,stress
18.88,stress
26.2,stress
32.42,stress
37.01,stress
39.94,stress
41.58,stress
42.58,stress
43.35,stress
44.08,stress
44.55,stress
44.38,stress
43.25,stress
41.08,stress
38.07,stress
34.62,stress
31.21,stress
28.14,stress
25.51,stress
23.07,stress
20.45,stress
17.23,stress
13.14,stress
8.2,stress
2.63,stress
3.72,stress
9.54,stress
14.65,stress
18.9,stress
22.37,stress
25.39,stress
28.21,stress
30.98,stress
33.6,stress
35.82,stress
37.43,stress
38.37,stress
38.82,stress
39.0,stress
39.2,stress
39.51,stress
39.96,stress
40.5,stress
41.06,stress
41.6,stress
42.0,stress
42.16,stress
41.91,stress
41.23,stress
40.14,stress
38.74,stress
37.14,stress
35.32,stress
33.28,stress
30.94,stress
28.26,stress
25.26,stress
22.0,stress
18.51,stress
14.81,stress
10.97,stress
7.0,stress
3.1,stress
3.73,stress
9.14,stress
14.11,stress
18.53,stress
22.2,stress
25.05,stress
27.08,stress
28.57,stress
29.89,stress
31.43,stress
33.29,stress
35.37,stress
37.3,stress
38.71,stress
39.44,stress
39.62,stress
39.7,stress
40.02,stress
40.78,stress
41.73,stress
42.42,stress
42.43,stress
41.51,stress
39.9,stress
37.91,stress
35.94,stress
34.07,stress
32.18,stress
29.94,stress
27.13,stress
23.68,stress
19.73,stress
15.58,stress
11.48,stress
7.7,stress
4.3,stress
1.24,stress
4.52,stress
9.22,stress
12.93,stress
15.74,stress
17.8,stress
19.39,stress
20.63,stress
21.57,stress
22.2,stress
22.5,stress
22.61,stress
22.72,stress
23.18,stress
24.09,stress
25.46,stress
27.0,stress
28.37,stress
29.3,stress
29.6,stress
29.31,stress
28.54,stress
27.39,stress
25.96,stress
24.25,stress
22.31,stress
20.11,stress
17.8,stress
15.38,stress
12.95,stress
10.49,stress
7.94,stress
5.26,stress
2.41,stress
0.83,stress
5.27,stress
9.16,stress
12.27,stress
14.41,stress
15.46,stress
15.67,stress
15.37,stress
15.09,stress
15.14,stress
15.72,stress
16.66,stress
17.67,stress
18.47,stress
18.88,stress
18.94,stress
18.7,stress
18.33,stress
17.82,stress
17.16,stress
16.31,stress
15.24,stress
14.03,stress
12.7,stress
11.37,stress
10.0,stress
8.51,stress
6.71,stress
4.48,stress
1.77,stress
3.22,stress
6.72,stress
9.25,stress
11.2,stress
12.96,stress
14.88,stress
17.05,stress
19.42,stress
21.76,stress
23.89,stress
25.68,stress
27.1,stress
28.17,stress
28.94,stress
29.62,stress
30.3,stress
31.09,stress
31.94,stress
32.63,stress
32.94,stress
32.63,stress
31.68,stress
30.19,stress
28.45,stress
26.71,stress
25.11,stress
23.64,stress
22.16,stress
20.49,stress
18.39,stress
15.76,stress
12.43,stress
8.44,stress
3.93,stress
5.97,stress
11.72,stress
16.75,stress
20.96,stress
24.24,stress
26.55,stress
28.14,stress
29.34,stress
30.57,stress
32.06,stress
33.84,stress
35.67,stress
37.21,stress
38.16,stress
38.31,stress
37.79,stress
36.81,stress
35.77,stress
34.89,stress
34.25,stress
33.7,stress
32.89,stress
31.56,stress
29.63,stress
27.34,stress
25.11,stress
23.41,stress
22.43,stress
22.01,stress
21.68,stress
20.78,stress
18.94,stress
16.06,stress
12.56,stress
8.95,stress
5.72,stress
3.03,stress
0.64,stress
0.88,stress
5.37,stress
9.23,stress
12.6,stress
15.54,stress
18.12,stress
20.35,stress
22.45,stress
24.54,stress
26.69,stress
28.68,stress
30.21,stress
31.03,stress
31.17,stress
31.03,stress
31.09,stress
31.7,stress
32.81,stress
34.04,stress
34.85,stress
34.8,stress
33.72,stress
31.68,stress
28.99,stress
25.94,stress
22.97,stress
20.39,stress
18.47,stress
17.22,stress
16.38,stress
15.58,stress
14.38,stress
12.65,stress
10.39,stress
7.9,stress
5.43,stress
3.06,stress
0.72,stress
2.02,stress
5.78,stress
8.8,stress
11.04,stress
12.45,stress
13.1,stress
13.16,stress
13.03,stress
13.12,stress
13.8,stress
15.21,stress
17.22,stress
19.44,stress
21.37,stress
22.64,stress
23.11,stress
23.0,stress
22.67,stress
22.47,stress
22.43,stress
22.33,stress
21.8,stress
20.52,stress
18.59,stress
16.32,stress
14.25,stress
12.66,stress
11.52,stress
10.35,stress
8.55,stress
5.72,stress
1.77,stress
0.97,stress
5.71,stress
9.57,stress
12.82,stress
15.63,stress
18.19,stress
20.51,stress
22.41,stress
23.77,stress
24.48,stress
24.7,stress
24.62,stress
24.64,stress
24.92,stress
25.43,stress
25.96,stress
26.16,stress
25.95,stress
25.31,stress
24.49,stress
23.65,stress
22.86,stress
21.97,stress
